Date,Time,Cur.,Event,Imp.,Actual,Forecast,Previous
"Thursday, November 7, 2024",19:00,US,Initial Jobless Claims,,221K,223K,218K
"Friday, November 8, 2024",00:30,US,Fed Interest Rate Decision,,4.75%,4.75%,5.00%
"Wednesday, November 13, 2024",19:00,US,CPI (YoY) (Oct),,2.6%,2.6%,2.4%
"Wednesday, November 13, 2024",19:00,US,CPI (MoM) (Oct),,0.2%,0.2%,0.2%
"Wednesday, November 13, 2024",19:00,US,Core CPI (MoM) (Oct),,0.3%,0.3%,0.3%
"Thursday, November 14, 2024",19:00,US,Initial Jobless Claims,,217K,224K,221K
"Thursday, November 21, 2024",19:00,US,Initial Jobless Claims,,213K,220K,219K
"Wednesday, November 27, 2024",19:00,US,Initial Jobless Claims,,213K,215K,215K
"Wednesday, November 27, 2024",20:30,US,Core PCE Price Index (MoM) (Oct),,0.3%,0.3%,0.3%
"Wednesday, November 27, 2024",20:30,US,Core PCE Price Index (YoY) (Oct),,2.8%,2.8%,2.7%
"Thursday, December 5, 2024",19:00,US,Initial Jobless Claims,,224K,215K,215K
"Friday, December 6, 2024",19:00,US,Nonfarm Payrolls (Nov),,227K,202K,43K
"Friday, December 6, 2024",19:00,US,Unemployment Rate (Nov),,4.2%,4.2%,4.1%
"Wednesday, December 11, 2024",19:00,US,CPI (MoM) (Nov),,0.3%,0.3%,0.2%
"Wednesday, December 11, 2024",19:00,US,CPI (YoY) (Nov),,2.7%,2.7%,2.6%
"Wednesday, December 11, 2024",19:00,US,Core CPI (MoM) (Nov),,0.3%,0.3%,0.3%
"Thursday, December 12, 2024",19:00,US,Initial Jobless Claims,,242K,221K,225K
"Thursday, December 19, 2024",00:30,US,Fed Interest Rate Decision,,4.50%,4.50%,4.75%
"Thursday, December 19, 2024",19:00,US,Initial Jobless Claims,,220K,229K,242K
"Friday, December 20, 2024",19:00,US,Core PCE Price Index (YoY) (Nov),,2.8%,2.9%,2.8%
"Friday, December 20, 2024",19:00,US,Core PCE Price Index (MoM) (Nov),,0.1%,0.2%,0.3%
"Thursday, December 26, 2024",19:00,US,Initial Jobless Claims,,219K,223K,220K
"Thursday, January 2, 2025",19:00,US,Initial Jobless Claims,,211K,222K,220K
"Wednesday, January 8, 2025",19:00,US,Initial Jobless Claims,,201K,214K,211K
"Friday, January 10, 2025",19:00,US,Nonfarm Payrolls (Dec),,256K,164K,261K
"Friday, January 10, 2025",19:00,US,Unemployment Rate (Dec),,4.1%,4.2%,4.2%
"Wednesday, January 15, 2025",19:00,US,Core CPI (MoM) (Dec),,0.2%,0.3%,0.3%
"Wednesday, January 15, 2025",19:00,US,CPI (MoM) (Dec),,0.4%,0.4%,0.3%
"Wednesday, January 15, 2025",19:00,US,CPI (YoY) (Dec),,2.9%,2.9%,2.7%
"Thursday, January 16, 2025",19:00,US,Initial Jobless Claims,,217K,210K,203K
"Thursday, January 23, 2025",19:00,US,Initial Jobless Claims,,223K,221K,217K
"Thursday, January 30, 2025",00:30,US,Fed Interest Rate Decision,,4.50%,4.50%,4.50%
"Thursday, January 30, 2025",19:00,US,Initial Jobless Claims,,207K,224K,223K
"Friday, January 31, 2025",19:00,US,Core PCE Price Index (YoY) (Dec),,2.8%,2.8%,2.8%
"Friday, January 31, 2025",19:00,US,Core PCE Price Index (MoM) (Dec),,0.2%,0.2%,0.1%
"Thursday, February 6, 2025",19:00,US,Initial Jobless Claims,,219K,214K,208K
"Friday, February 7, 2025",19:00,US,Nonfarm Payrolls (Jan),,143K,169K,323K
"Friday, February 7, 2025",19:00,US,Unemployment Rate (Jan),,4.0%,4.1%,4.1%
"Wednesday, February 12, 2025",19:00,US,CPI (YoY) (Jan),,3.0%,2.9%,2.9%
"Wednesday, February 12, 2025",19:00,US,Core CPI (MoM) (Jan),,0.4%,0.3%,0.2%
"Wednesday, February 12, 2025",19:00,US,CPI (MoM) (Jan),,0.5%,0.3%,0.4%
"Thursday, February 13, 2025",19:00,US,Initial Jobless Claims,,213K,217K,220K
"Thursday, February 20, 2025",19:00,US,Initial Jobless Claims,,219K,215K,214K
"Thursday, February 27, 2025",19:00,US,Initial Jobless Claims,,242K,222K,220K
"Friday, February 28, 2025",19:00,US,Core PCE Price Index (MoM) (Jan),,0.3%,0.3%,0.2%
"Friday, February 28, 2025",19:00,US,Core PCE Price Index (YoY) (Jan),,2.6%,2.6%,2.9%
"Thursday, March 6, 2025",19:00,US,Initial Jobless Claims,,221K,234K,242K
"Friday, March 7, 2025",19:00,US,Nonfarm Payrolls (Feb),,151K,159K,111K
"Friday, March 7, 2025",19:00,US,Unemployment Rate (Feb),,4.1%,4.0%,4.0%
"Wednesday, March 12, 2025",18:00,US,CPI (MoM) (Feb),,0.2%,0.3%,0.5%
"Wednesday, March 12, 2025",18:00,US,Core CPI (MoM) (Feb),,0.2%,0.3%,0.4%
"Wednesday, March 12, 2025",18:00,US,CPI (YoY) (Feb),,2.8%,2.9%,3.0%
"Thursday, March 13, 2025",18:00,US,Initial Jobless Claims,,220K,226K,222K
"Wednesday, March 19, 2025",23:30,US,Fed Interest Rate Decision,,4.50%,4.50%,4.50%
"Thursday, March 20, 2025",18:00,US,Initial Jobless Claims,,223K,224K,221K
"Thursday, March 27, 2025",18:00,US,Initial Jobless Claims,,224K,225K,225K
"Friday, March 28, 2025",18:00,US,Core PCE Price Index (MoM) (Feb),,0.4%,0.3%,0.3%
"Friday, March 28, 2025",18:00,US,Core PCE Price Index (YoY) (Feb),,2.8%,2.7%,2.7%
"Thursday, April 3, 2025",18:00,US,Initial Jobless Claims,,219K,225K,225K
"Friday, April 4, 2025",18:00,US,Nonfarm Payrolls (Mar),,228K,137K,102K
"Friday, April 4, 2025",18:00,US,Unemployment Rate (Mar),,4.2%,4.1%,4.1%
"Thursday, April 10, 2025",18:00,US,CPI (MoM) (Mar),,-0.1%,0.1%,0.2%
"Thursday, April 10, 2025",18:00,US,CPI (YoY) (Mar),,2.4%,2.5%,2.8%
"Thursday, April 10, 2025",18:00,US,Core CPI (MoM) (Mar),,0.1%,0.3%,0.2%
"Thursday, April 10, 2025",18:00,US,Initial Jobless Claims,,223K,223K,219K
"Thursday, April 17, 2025",18:00,US,Initial Jobless Claims,,215K,225K,224K
"Thursday, April 24, 2025",18:00,US,Initial Jobless Claims,,222K,222K,216K
"Wednesday, April 30, 2025",19:30,US,Core PCE Price Index (YoY) (Mar),,2.6%,2.6%,3.0%
"Wednesday, April 30, 2025",19:30,US,Core PCE Price Index (MoM) (Mar),,0.0%,0.1%,0.5%
"Thursday, May 1, 2025",18:00,US,Initial Jobless Claims,,241K,224K,223K
"Friday, May 2, 2025",18:00,US,Nonfarm Payrolls (Apr),,177K,138K,120K
"Friday, May 2, 2025",18:00,US,Unemployment Rate (Apr),,4.2%,4.2%,4.2%
"Wednesday, May 7, 2025",23:30,US,Fed Interest Rate Decision,,4.50%,4.50%,4.50%
"Thursday, May 8, 2025",18:00,US,Initial Jobless Claims,,228K,231K,241K
"Tuesday, May 13, 2025",18:00,US,CPI (MoM) (Apr),,0.2%,0.3%,-0.1%
"Tuesday, May 13, 2025",18:00,US,Core CPI (MoM) (Apr),,0.2%,0.3%,0.1%
"Tuesday, May 13, 2025",18:00,US,CPI (YoY) (Apr),,2.3%,2.4%,2.4%
"Thursday, May 15, 2025",18:00,US,Initial Jobless Claims,,229K,229K,229K
"Thursday, May 22, 2025",18:00,US,Initial Jobless Claims,,227K,230K,229K
"Thursday, May 29, 2025",18:00,US,Initial Jobless Claims,,240K,229K,226K
"Friday, May 30, 2025",18:00,US,Core PCE Price Index (MoM) (Apr),,0.1%,0.1%,0.1%
"Friday, May 30, 2025",18:00,US,Core PCE Price Index (YoY) (Apr),,2.5%,2.5%,2.7%
"Thursday, June 5, 2025",18:00,US,Initial Jobless Claims,,247K,236K,239K
"Friday, June 6, 2025",18:00,US,Nonfarm Payrolls (May),,139K,126K,158K
"Friday, June 6, 2025",18:00,US,Unemployment Rate (May),,4.2%,4.2%,4.2%
"Wednesday, June 11, 2025",18:00,US,CPI (MoM) (May),,0.1%,0.2%,0.2%
"Wednesday, June 11, 2025",18:00,US,CPI (YoY) (May),,2.4%,2.5%,2.3%
"Wednesday, June 11, 2025",18:00,US,Core CPI (MoM) (May),,0.1%,0.3%,0.2%
"Thursday, June 12, 2025",18:00,US,Initial Jobless Claims,,248K,242K,248K
"Wednesday, June 18, 2025",18:00,US,Initial Jobless Claims,,245K,246K,250K
"Wednesday, June 18, 2025",23:30,US,Fed Interest Rate Decision,,4.50%,4.50%,4.50%
"Thursday, June 26, 2025",18:00,US,Initial Jobless Claims,,236K,244K,246K
"Friday, June 27, 2025",18:00,US,Core PCE Price Index (MoM) (May),,0.2%,0.1%,0.1%
"Friday, June 27, 2025",18:00,US,Core PCE Price Index (YoY) (May),,2.7%,2.6%,2.6%
"Thursday, July 3, 2025",18:00,US,Nonfarm Payrolls (Jun),,147K,111K,19K
"Thursday, July 3, 2025",18:00,US,Unemployment Rate (Jun),,4.1%,4.3%,4.2%
"Thursday, July 3, 2025",18:00,US,Initial Jobless Claims,,233K,240K,237K
"Thursday, July 10, 2025",18:00,US,Initial Jobless Claims,,227K,236K,232K
"Tuesday, July 15, 2025",18:00,US,CPI (MoM) (Jun),,0.3%,0.3%,0.1%
"Tuesday, July 15, 2025",18:00,US,Core CPI (MoM) (Jun),,0.2%,0.3%,0.1%
"Tuesday, July 15, 2025",18:00,US,CPI (YoY) (Jun),,2.7%,2.6%,2.4%
"Thursday, July 17, 2025",18:00,US,Initial Jobless Claims,,221K,233K,228K
"Thursday, July 24, 2025",18:00,US,Initial Jobless Claims,,217K,227K,221K
"Wednesday, July 30, 2025",23:30,US,Fed Interest Rate Decision,,4.50%,4.50%,4.50%
"Thursday, July 31, 2025",18:00,US,Core PCE Price Index (MoM) (Jun),,0.3%,0.3%,0.2%
"Thursday, July 31, 2025",18:00,US,Core PCE Price Index (YoY) (Jun),,2.8%,2.7%,2.8%
"Thursday, July 31, 2025",18:00,US,Initial Jobless Claims,,218K,222K,217K
"Friday, August 1, 2025",18:00,US,Nonfarm Payrolls (Jul),,73K,106K,-13K
"Friday, August 1, 2025",18:00,US,Unemployment Rate (Jul),,4.2%,4.2%,4.1%
"Thursday, August 7, 2025",18:00,US,Initial Jobless Claims,,226K,221K,219K
"Tuesday, August 12, 2025",18:00,US,Core CPI (MoM) (Jul),,0.3%,0.3%,0.2%
"Tuesday, August 12, 2025",18:00,US,CPI (MoM) (Jul),,0.2%,0.2%,0.3%
"Tuesday, August 12, 2025",18:00,US,CPI (YoY) (Jul),,2.7%,2.8%,2.7%
"Thursday, August 14, 2025",18:00,US,Initial Jobless Claims,,224K,225K,227K
"Thursday, August 21, 2025",18:00,US,Initial Jobless Claims,,235K,226K,224K
"Thursday, August 28, 2025",18:00,US,Initial Jobless Claims,,229K,231K,234K
"Friday, August 29, 2025",18:00,US,Core PCE Price Index (YoY) (Jul),,2.9%,2.9%,2.8%
"Friday, August 29, 2025",18:00,US,Core PCE Price Index (MoM) (Jul),,0.3%,0.3%,0.3%
"Thursday, September 4, 2025",18:00,US,Initial Jobless Claims,,237K,230K,229K
"Friday, September 5, 2025",18:00,US,Nonfarm Payrolls (Aug),,22K,75K,79K
"Friday, September 5, 2025",18:00,US,Unemployment Rate (Aug),,4.3%,4.3%,4.2%
"Thursday, September 11, 2025",18:00,US,Core CPI (MoM) (Aug),,0.3%,0.3%,0.3%
"Thursday, September 11, 2025",18:00,US,CPI (MoM) (Aug),,0.4%,0.3%,0.2%
"Thursday, September 11, 2025",18:00,US,CPI (YoY) (Aug),,2.9%,2.9%,2.7%
"Thursday, September 11, 2025",18:00,US,Initial Jobless Claims,,263K,235K,236K
"Wednesday, September 17, 2025",23:30,US,Fed Interest Rate Decision,,4.25%,4.25%,4.50%
"Thursday, September 18, 2025",18:00,US,Initial Jobless Claims,,231K,241K,264K
"Thursday, September 25, 2025",18:00,US,Initial Jobless Claims,,218K,233K,232K
"Friday, September 26, 2025",18:00,US,Core PCE Price Index (MoM) (Aug),,0.2%,0.2%,0.2%
"Friday, September 26, 2025",18:00,US,Core PCE Price Index (YoY) (Aug),,2.9%,2.9%,2.9%
"Friday, October 24, 2025",18:00,US,CPI (MoM) (Sep),,0.3%,0.4%,0.4%
"Friday, October 24, 2025",18:00,US,Core CPI (MoM) (Sep),,0.2%,0.3%,0.3%
"Friday, October 24, 2025",18:00,US,CPI (YoY) (Sep),,3.0%,3.1%,2.9%
"Wednesday, October 29, 2025",23:30,US,Fed Interest Rate Decision,,4.00%,4.00%,4.25%
"Tuesday, November 18, 2025",13:40,US,Initial Jobless Claims,,232K,223K,219K
"Thursday, November 20, 2025",18:54,US,Initial Jobless Claims,,224K,223K,219K
"Thursday, November 20, 2025",18:55,US,Initial Jobless Claims,,235K,227K,224K
"Thursday, November 20, 2025",18:56,US,Initial Jobless Claims,,220K,,235K
"Thursday, November 20, 2025",18:57,US,Initial Jobless Claims,,220K,,232K
"Thursday, November 20, 2025",18:58,US,Initial Jobless Claims,,229K,,220K
"Thursday, November 20, 2025",18:59,US,Initial Jobless Claims,,228K,,229K
"Thursday, November 20, 2025",19:00,US,Nonfarm Payrolls (Sep),,119K,53K,-4K
"Thursday, November 20, 2025",19:00,US,Unemployment Rate (Sep),,4.4%,4.3%,4.3%
"Thursday, November 20, 2025",19:00,US,Initial Jobless Claims,,220K,,228K
"Wednesday, November 26, 2025",19:00,US,Initial Jobless Claims,,216K,226K,222K
"Thursday, December 4, 2025",19:00,US,Initial Jobless Claims,,191K,219K,218K
"Friday, December 5, 2025",20:30,US,Core PCE Price Index (MoM) (Sep),,0.2%,0.2%,0.2%
"Friday, December 5, 2025",20:30,US,Core PCE Price Index (YoY) (Sep),,2.8%,2.9%,2.9%
"Thursday, December 11, 2025",00:30,US,Fed Interest Rate Decision,,3.75%,3.75%,4.00%
"Thursday, December 11, 2025",19:00,US,Initial Jobless Claims,,236K,220K,192K
"Tuesday, December 16, 2025",18:59,US,Nonfarm Payrolls (Oct),,-105K,,108K
"Tuesday, December 16, 2025",19:00,US,Nonfarm Payrolls (Nov),,64K,51K,-105K
"Tuesday, December 16, 2025",19:00,US,Unemployment Rate (Nov),,4.6%,4.5%,4.4%
"Thursday, December 18, 2025",19:00,US,CPI (YoY) (Nov),,2.7%,3.1%,3.0%
"Thursday, December 18, 2025",19:00,US,Initial Jobless Claims,,224K,224K,237K
"Wednesday, December 24, 2025",19:00,US,Initial Jobless Claims,,214K,224K,224K
"Wednesday, December 31, 2025",19:00,US,Initial Jobless Claims,,199K,219K,215K
"Thursday, January 8, 2026",19:00,US,Initial Jobless Claims,,208K,213K,200K
"Friday, January 9, 2026",19:00,US,Nonfarm Payrolls (Dec),,50K,66K,56K
"Friday, January 9, 2026",19:00,US,Unemployment Rate (Dec),,4.4%,4.5%,4.5%
"Tuesday, January 13, 2026",19:00,US,CPI (MoM) (Dec),,0.3%,0.3%,0.3%
"Tuesday, January 13, 2026",19:00,US,CPI (YoY) (Dec),,2.7%,2.7%,2.7%
"Tuesday, January 13, 2026",19:00,US,Core CPI (MoM) (Dec),,0.2%,0.3%,0.2%
"Thursday, January 15, 2026",19:00,US,Initial Jobless Claims,,198K,215K,207K
"Thursday, January 22, 2026",19:00,US,Initial Jobless Claims,,200K,209K,199K
"Thursday, January 22, 2026",20:29,US,Core PCE Price Index (MoM) (Oct),,0.2%,,0.2%
"Thursday, January 22, 2026",20:29,US,Core PCE Price Index (YoY) (Oct),,2.7%,,2.8%
"Thursday, January 22, 2026",20:30,US,Core PCE Price Index (MoM) (Nov),,0.2%,0.2%,0.2%
"Thursday, January 22, 2026",20:30,US,Core PCE Price Index (YoY) (Nov),,2.8%,2.8%,2.7%
"Thursday, January 29, 2026",00:30,US,Fed Interest Rate Decision,,3.75%,3.75%,3.75%
"Thursday, January 29, 2026",19:00,US,Initial Jobless Claims,,209K,206K,210K
"Thursday, February 5, 2026",19:00,US,Initial Jobless Claims,,231K,212K,209K
"Wednesday, February 11, 2026",19:00,US,Nonfarm Payrolls (Jan),,130K,66K,48K
"Wednesday, February 11, 2026",19:00,US,Unemployment Rate (Jan),,4.3%,4.4%,4.4%
"Thursday, February 12, 2026",19:00,US,Initial Jobless Claims,,227K,222K,232K
"Friday, February 13, 2026",19:00,US,CPI (MoM) (Jan),,0.2%,0.3%,0.3%
"Friday, February 13, 2026",19:00,US,CPI (YoY) (Jan),,2.4%,2.5%,2.7%
"Friday, February 13, 2026",19:00,US,Core CPI (MoM) (Jan),,0.3%,0.3%,0.2%
"Thursday, February 19, 2026",19:00,US,Initial Jobless Claims,,206K,223K,229K
"Friday, February 20, 2026",19:00,US,Core PCE Price Index (MoM) (Dec),,0.4%,0.3%,0.2%
"Friday, February 20, 2026",19:00,US,Core PCE Price Index (YoY) (Dec),,3.0%,2.9%,2.8%
"Thursday, February 26, 2026",19:00,US,Initial Jobless Claims,,212K,217K,208K
"Thursday, March 5, 2026",19:00,US,Initial Jobless Claims,,213K,215K,213K
"Friday, March 6, 2026",19:00,US,Nonfarm Payrolls (Feb),,-92K,58K,126K
"Friday, March 6, 2026",19:00,US,Unemployment Rate (Feb),,4.4%,4.3%,4.3%
"Wednesday, March 11, 2026",18:00,US,CPI (MoM) (Feb),,0.3%,0.3%,0.2%
"Wednesday, March 11, 2026",18:00,US,CPI (YoY) (Feb),,2.4%,2.4%,2.4%
"Wednesday, March 11, 2026",18:00,US,Core CPI (MoM) (Feb),,0.2%,0.2%,0.3%
"Thursday, March 12, 2026",18:00,US,Initial Jobless Claims,,213K,214K,214K
"Friday, March 13, 2026",18:00,US,Core PCE Price Index (MoM) (Jan),,0.4%,0.4%,0.4%
"Friday, March 13, 2026",18:00,US,Core PCE Price Index (YoY) (Jan),,3.1%,3.1%,3.0%
"Wednesday, March 18, 2026",23:30,US,Fed Interest Rate Decision,,3.75%,3.75%,3.75%
"Thursday, March 19, 2026",18:00,US,Initial Jobless Claims,,205K,215K,213K
"Thursday, March 26, 2026",18:00,US,Initial Jobless Claims,,210K,211K,205K
"Thursday, April 2, 2026",18:00,US,Initial Jobless Claims,,202K,212K,211K
"Friday, April 3, 2026",18:00,US,Nonfarm Payrolls (Mar),,178K,65K,-133K
"Friday, April 3, 2026",18:00,US,Unemployment Rate (Mar),,4.3%,4.4%,4.4%
"Thursday, April 9, 2026",18:00,US,Core PCE Price Index (MoM) (Feb),,0.4%,0.4%,0.4%
"Thursday, April 9, 2026",18:00,US,Core PCE Price Index (YoY) (Feb),,3.0%,3.0%,3.1%
"Thursday, April 9, 2026",18:00,US,Initial Jobless Claims,,219K,210K,203K
"Friday, April 10, 2026",18:00,US,CPI (MoM) (Mar),,0.9%,1.0%,0.3%
"Friday, April 10, 2026",18:00,US,Core CPI (MoM) (Mar),,0.2%,0.3%,0.2%
"Friday, April 10, 2026",18:00,US,CPI (YoY) (Mar),,3.3%,3.4%,2.4%
"Thursday, April 16, 2026",18:00,US,Initial Jobless Claims,,207K,213K,218K
"Thursday, April 23, 2026",18:00,US,Initial Jobless Claims,,214K,211K,208K
"Wednesday, April 29, 2026",23:30,US,Fed Interest Rate Decision,,3.75%,3.75%,3.75%
"Thursday, April 30, 2026",18:00,US,Core PCE Price Index (YoY) (Mar),,3.2%,3.2%,3.0%
"Thursday, April 30, 2026",18:00,US,Core PCE Price Index (MoM) (Mar),,0.3%,0.3%,0.4%
"Thursday, April 30, 2026",18:00,US,Initial Jobless Claims,,189K,213K,215K
"Thursday, May 7, 2026",18:00,US,Initial Jobless Claims,,200K,205K,190K
"Friday, May 8, 2026",18:00,US,Nonfarm Payrolls (Apr),,115K,65K,185K
"Friday, May 8, 2026",18:00,US,Unemployment Rate (Apr),,4.3%,4.3%,4.3%
"Tuesday, May 12, 2026",18:00,US,CPI (MoM) (Apr),,0.6%,0.6%,0.9%
"Tuesday, May 12, 2026",18:00,US,CPI (YoY) (Apr),,3.8%,3.7%,3.3%
"Tuesday, May 12, 2026",18:00,US,Core CPI (MoM) (Apr),,0.4%,0.3%,0.2%
"Thursday, May 14, 2026",18:00,US,Initial Jobless Claims,,211K,205K,199K
"Thursday, May 21, 2026",18:00,US,Initial Jobless Claims,,209K,210K,212K
"Thursday, May 28, 2026",18:00,US,Core PCE Price Index (MoM) (Apr),,0.2%,0.3%,0.3%
"Thursday, May 28, 2026",18:00,US,Core PCE Price Index (YoY) (Apr),,3.3%,3.3%,3.2%
"Thursday, May 28, 2026",18:00,US,Initial Jobless Claims,,215K,211K,210K
"Thursday, June 4, 2026",18:00,US,Initial Jobless Claims,,225K,214K,212K
"Friday, June 5, 2026",18:00,US,Nonfarm Payrolls (May),,172K,85K,179K
"Friday, June 5, 2026",18:00,US,Unemployment Rate (May),,4.3%,4.3%,4.3%
"Wednesday, June 10, 2026",18:00,US,CPI (MoM) (May),,0.5%,0.5%,0.6%
"Wednesday, June 10, 2026",18:00,US,Core CPI (MoM) (May),,0.2%,0.3%,0.4%
"Wednesday, June 10, 2026",18:00,US,CPI (YoY) (May),,4.2%,4.2%,3.8%
"Thursday, June 11, 2026",18:00,US,Initial Jobless Claims,,229K,220K,225K
"Wednesday, June 17, 2026",23:30,US,Fed Interest Rate Decision,,3.75%,3.75%,3.75%
"Thursday, June 18, 2026",18:00,US,Initial Jobless Claims,,226K,225K,230K
"Thursday, June 25, 2026",18:00,US,Core PCE Price Index (YoY) (May),,3.4%,3.4%,3.3%
"Thursday, June 25, 2026",18:00,US,Core PCE Price Index (MoM) (May),,0.3%,0.3%,0.3%
"Thursday, June 25, 2026",18:00,US,Initial Jobless Claims,,215K,225K,227K
"Thursday, July 2, 2026",18:00,US,Nonfarm Payrolls (Jun),,57K,114K,129K
"Thursday, July 2, 2026",18:00,US,Unemployment Rate (Jun),,4.2%,4.3%,4.3%
"Thursday, July 2, 2026",18:00,US,Initial Jobless Claims,,215K,219K,216K
"Thursday, July 9, 2026",18:00,US,Initial Jobless Claims,,215K,218K,217K
"Tuesday, July 14, 2026",18:00,US,CPI (MoM) (Jun),,-0.4%,-0.1%,0.5%
"Tuesday, July 14, 2026",18:00,US,Core CPI (MoM) (Jun),,0.0%,0.2%,0.2%
"Tuesday, July 14, 2026",18:00,US,CPI (YoY) (Jun),,3.5%,3.8%,4.2%
"Thursday, July 16, 2026",18:00,US,Initial Jobless Claims,,208K,216K,216K
"Thursday, July 23, 2026",18:00,US,Initial Jobless Claims,,187K,211K,209K
"Wednesday, July 29, 2026",23:30,US,Fed Interest Rate Decision,,3.75%,3.75%,3.75%
"Thursday, July 30, 2026",18:00,US,Core PCE Price Index (MoM) (Jun),,0.1%,0.2%,0.3%
"Thursday, July 30, 2026",18:00,US,Core PCE Price Index (YoY) (Jun),,3.3%,3.3%,3.4%
"Thursday, July 30, 2026",18:00,US,Initial Jobless Claims,,197K,201K,188K
"Thursday, August 6, 2026",18:00,US,Initial Jobless Claims,,199K,203K,198K
"Friday, August 7, 2026",18:00,US,Nonfarm Payrolls (Jul),,-23K,85K,20K
"Friday, August 7, 2026",18:00,US,Unemployment Rate (Jul),,4.1%,4.2%,4.2%
"Wednesday, August 12, 2026",18:00,US,CPI (YoY) (Jul),,3.4%,3.4%,3.5%
"Wednesday, August 12, 2026",18:00,US,CPI (MoM) (Jul),,0.1%,0.1%,-0.4%
"Wednesday, August 12, 2026",18:00,US,Core CPI (MoM) (Jul),,0.2%,0.2%,0.0%
"Thursday, August 13, 2026",18:00,US,Initial Jobless Claims,,209K,202K,200K
"Thursday, August 20, 2026",18:00,US,Initial Jobless Claims,,206K,210K,212K
"Wednesday, August 26, 2026",18:00,US,Core PCE Price Index (YoY) (Jul),,3.3%,3.3%,3.3%
"Wednesday, August 26, 2026",18:00,US,Core PCE Price Index (MoM) (Jul),,0.2%,0.2%,0.1%
"Thursday, August 27, 2026",18:00,US,Initial Jobless Claims,,203K,208K,207K
"Thursday, September 3, 2026",18:00,US,Initial Jobless Claims,,206K,205K,204K
"Friday, September 4, 2026",18:00,US,Nonfarm Payrolls (Aug),,162K,55K,21K
"Friday, September 4, 2026",18:00,US,Unemployment Rate (Aug),,4.1%,4.1%,4.1%
"Thursday, September 10, 2026",18:00,US,Initial Jobless Claims,,206K,205K,207K
"Friday, September 11, 2026",18:00,US,CPI (MoM) (Aug),,0.4%,0.4%,0.1%
"Friday, September 11, 2026",18:00,US,CPI (YoY) (Aug),,3.4%,3.4%,3.4%
"Friday, September 11, 2026",18:00,US,Core CPI (MoM) (Aug),,0.3%,0.2%,0.2%
