Date,Time,Cur.,Event,Imp.,Actual,Forecast,Previous
"Thursday, September 17, 2020",18:00,US,Initial Jobless Claims,,860K,850K,893K
"Thursday, September 24, 2020",18:00,US,Initial Jobless Claims,,870K,840K,866K
"Thursday, October 1, 2020",18:00,US,Core PCE Price Index (MoM) (Aug),,0.3%,0.3%,0.4%
"Thursday, October 1, 2020",18:00,US,Core PCE Price Index (YoY) (Aug),,1.6%,1.4%,1.4%
"Thursday, October 1, 2020",18:00,US,Initial Jobless Claims,,837K,850K,873K
"Friday, October 2, 2020",18:00,US,Nonfarm Payrolls (Sep),,661K,850K,"1,489K"
"Friday, October 2, 2020",18:00,US,Unemployment Rate (Sep),,7.9%,8.2%,8.4%
"Thursday, October 8, 2020",18:00,US,Initial Jobless Claims,,840K,820K,849K
"Tuesday, October 13, 2020",18:00,US,Core CPI (MoM) (Sep),,0.2%,0.2%,0.4%
"Tuesday, October 13, 2020",18:00,US,CPI (YoY) (Sep),,1.4%,1.4%,1.3%
"Tuesday, October 13, 2020",18:00,US,CPI (MoM) (Sep),,0.2%,0.2%,0.4%
"Thursday, October 15, 2020",18:00,US,Initial Jobless Claims,,898K,825K,845K
"Thursday, October 22, 2020",18:00,US,Initial Jobless Claims,,787K,860K,842K
"Thursday, October 29, 2020",18:00,US,Initial Jobless Claims,,751K,775K,791K
"Friday, October 30, 2020",18:00,US,Core PCE Price Index (YoY) (Sep),,1.5%,1.7%,1.4%
"Friday, October 30, 2020",18:00,US,Core PCE Price Index (MoM) (Sep),,0.2%,0.2%,0.3%
"Thursday, November 5, 2020",19:00,US,Initial Jobless Claims,,751K,732K,758K
"Friday, November 6, 2020",00:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Friday, November 6, 2020",19:00,US,Nonfarm Payrolls (Oct),,638K,600K,672K
"Friday, November 6, 2020",19:00,US,Unemployment Rate (Oct),,6.9%,7.7%,7.9%
"Thursday, November 12, 2020",19:00,US,Core CPI (MoM) (Oct),,0.0%,0.2%,0.2%
"Thursday, November 12, 2020",19:00,US,CPI (YoY) (Oct),,1.2%,1.3%,1.4%
"Thursday, November 12, 2020",19:00,US,CPI (MoM) (Oct),,0.0%,0.1%,0.2%
"Thursday, November 12, 2020",19:00,US,Initial Jobless Claims,,709K,735K,757K
"Thursday, November 19, 2020",19:00,US,Initial Jobless Claims,,742K,707K,711K
"Wednesday, November 25, 2020",19:00,US,Initial Jobless Claims,,778K,730K,748K
"Wednesday, November 25, 2020",20:30,US,Core PCE Price Index (MoM) (Oct),,0.0%,0.1%,0.2%
"Wednesday, November 25, 2020",20:30,US,Core PCE Price Index (YoY) (Oct),,1.4%,1.4%,1.6%
"Thursday, December 3, 2020",19:00,US,Initial Jobless Claims,,712K,775K,787K
"Friday, December 4, 2020",19:00,US,Nonfarm Payrolls (Nov),,245K,469K,610K
"Friday, December 4, 2020",19:00,US,Unemployment Rate (Nov),,6.7%,6.8%,6.9%
"Thursday, December 10, 2020",19:00,US,Core CPI (MoM) (Nov),,0.2%,0.1%,0.2%
"Thursday, December 10, 2020",19:00,US,CPI (MoM) (Nov),,0.2%,0.1%,0.2%
"Thursday, December 10, 2020",19:00,US,CPI (YoY) (Nov),,1.2%,1.1%,1.2%
"Thursday, December 10, 2020",19:00,US,Initial Jobless Claims,,853K,725K,716K
"Thursday, December 17, 2020",00:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, December 17, 2020",19:00,US,Initial Jobless Claims,,885K,800K,862K
"Wednesday, December 23, 2020",19:00,US,Core PCE Price Index (MoM) (Nov),,0.0%,0.1%,0.2%
"Wednesday, December 23, 2020",19:00,US,Core PCE Price Index (YoY) (Nov),,1.4%,1.5%,1.4%
"Wednesday, December 23, 2020",19:00,US,Initial Jobless Claims,,803K,885K,892K
"Thursday, December 31, 2020",19:00,US,Initial Jobless Claims,,787K,833K,806K
"Thursday, January 7, 2021",19:00,US,Initial Jobless Claims,,787K,800K,790K
"Friday, January 8, 2021",19:00,US,Nonfarm Payrolls (Dec),,-140K,71K,336K
"Friday, January 8, 2021",19:00,US,Unemployment Rate (Dec),,6.7%,6.8%,6.7%
"Wednesday, January 13, 2021",19:00,US,CPI (MoM) (Dec),,0.4%,0.4%,0.2%
"Wednesday, January 13, 2021",19:00,US,CPI (YoY) (Dec),,1.4%,1.3%,1.2%
"Wednesday, January 13, 2021",19:00,US,Core CPI (MoM) (Dec),,0.1%,0.1%,0.2%
"Thursday, January 14, 2021",19:00,US,Initial Jobless Claims,,965K,795K,784K
"Thursday, January 21, 2021",19:00,US,Initial Jobless Claims,,900K,910K,926K
"Thursday, January 28, 2021",00:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, January 28, 2021",19:00,US,Initial Jobless Claims,,847K,875K,914K
"Friday, January 29, 2021",19:00,US,Core PCE Price Index (YoY) (Dec),,1.5%,1.3%,1.4%
"Friday, January 29, 2021",19:00,US,Core PCE Price Index (MoM) (Dec),,0.3%,0.1%,
"Thursday, February 4, 2021",19:00,US,Initial Jobless Claims,,779K,830K,812K
"Friday, February 5, 2021",19:00,US,Nonfarm Payrolls (Jan),,49K,50K,-227K
"Friday, February 5, 2021",19:00,US,Unemployment Rate (Jan),,6.3%,6.7%,6.7%
"Wednesday, February 10, 2021",19:00,US,CPI (MoM) (Jan),,0.3%,0.3%,0.2%
"Wednesday, February 10, 2021",19:00,US,CPI (YoY) (Jan),,1.4%,1.5%,1.3%
"Wednesday, February 10, 2021",19:00,US,Core CPI (MoM) (Jan),,0.0%,0.2%,0.1%
"Thursday, February 11, 2021",19:00,US,Initial Jobless Claims,,793K,757K,812K
"Thursday, February 18, 2021",19:00,US,Initial Jobless Claims,,861K,765K,848K
"Thursday, February 25, 2021",19:00,US,Initial Jobless Claims,,730K,838K,841K
"Friday, February 26, 2021",19:00,US,Core PCE Price Index (MoM) (Jan),,0.3%,0.2%,0.3%
"Friday, February 26, 2021",19:00,US,Core PCE Price Index (YoY) (Jan),,1.5%,1.4%,1.4%
"Thursday, March 4, 2021",19:00,US,Initial Jobless Claims,,745K,750K,736K
"Friday, March 5, 2021",19:00,US,Nonfarm Payrolls (Feb),,379K,182K,166K
"Friday, March 5, 2021",19:00,US,Unemployment Rate (Feb),,6.2%,6.3%,6.3%
"Wednesday, March 10, 2021",19:00,US,CPI (MoM) (Feb),,0.4%,0.4%,0.3%
"Wednesday, March 10, 2021",19:00,US,Core CPI (MoM) (Feb),,0.1%,0.2%,0.1%
"Wednesday, March 10, 2021",19:00,US,CPI (YoY) (Feb),,1.7%,1.7%,1.4%
"Thursday, March 11, 2021",19:00,US,Initial Jobless Claims,,712K,725K,754K
"Wednesday, March 17, 2021",23:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, March 18, 2021",18:00,US,Initial Jobless Claims,,770K,700K,725K
"Thursday, March 25, 2021",18:00,US,Initial Jobless Claims,,684K,730K,781K
"Friday, March 26, 2021",19:00,US,Core PCE Price Index (MoM) (Feb),,0.1%,0.1%,0.2%
"Friday, March 26, 2021",19:00,US,Core PCE Price Index (YoY) (Feb),,1.4%,1.5%,1.5%
"Thursday, April 1, 2021",18:00,US,Initial Jobless Claims,,719K,680K,658K
"Friday, April 2, 2021",18:00,US,Nonfarm Payrolls (Mar),,916K,647K,468K
"Friday, April 2, 2021",18:00,US,Unemployment Rate (Mar),,6.0%,6.0%,6.2%
"Thursday, April 8, 2021",18:00,US,Initial Jobless Claims,,744K,680K,728K
"Tuesday, April 13, 2021",18:00,US,CPI (MoM) (Mar),,0.6%,0.5%,0.4%
"Tuesday, April 13, 2021",18:00,US,CPI (YoY) (Mar),,2.6%,2.5%,1.7%
"Tuesday, April 13, 2021",18:00,US,Core CPI (MoM) (Mar),,0.3%,0.2%,0.1%
"Thursday, April 15, 2021",18:00,US,Initial Jobless Claims,,576K,700K,769K
"Thursday, April 22, 2021",18:00,US,Initial Jobless Claims,,547K,617K,586K
"Wednesday, April 28, 2021",23:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, April 29, 2021",18:00,US,Initial Jobless Claims,,553K,549K,566K
"Friday, April 30, 2021",18:00,US,Core PCE Price Index (MoM) (Mar),,0.4%,0.3%,0.1%
"Friday, April 30, 2021",18:00,US,Core PCE Price Index (YoY) (Mar),,1.8%,1.8%,1.4%
"Thursday, May 6, 2021",18:00,US,Initial Jobless Claims,,498K,540K,590K
"Friday, May 7, 2021",18:00,US,Nonfarm Payrolls (Apr),,266K,978K,770K
"Friday, May 7, 2021",18:00,US,Unemployment Rate (Apr),,6.1%,5.8%,6.0%
"Wednesday, May 12, 2021",18:00,US,CPI (MoM) (Apr),,0.8%,0.2%,0.6%
"Wednesday, May 12, 2021",18:00,US,CPI (YoY) (Apr),,4.2%,3.6%,2.6%
"Wednesday, May 12, 2021",18:00,US,Core CPI (MoM) (Apr),,0.9%,0.3%,0.3%
"Thursday, May 13, 2021",18:00,US,Initial Jobless Claims,,473K,490K,507K
"Thursday, May 20, 2021",18:00,US,Initial Jobless Claims,,444K,450K,478K
"Thursday, May 27, 2021",18:00,US,Initial Jobless Claims,,406K,425K,444K
"Friday, May 28, 2021",18:00,US,Core PCE Price Index (MoM) (Apr),,0.7%,0.6%,0.4%
"Friday, May 28, 2021",18:00,US,Core PCE Price Index (YoY) (Apr),,3.1%,2.9%,1.9%
"Thursday, June 3, 2021",18:00,US,Initial Jobless Claims,,385K,390K,405K
"Friday, June 4, 2021",18:00,US,Nonfarm Payrolls (May),,559K,650K,278K
"Friday, June 4, 2021",18:00,US,Unemployment Rate (May),,5.8%,5.9%,6.1%
"Thursday, June 10, 2021",18:00,US,CPI (MoM) (May),,0.6%,0.4%,0.8%
"Thursday, June 10, 2021",18:00,US,Core CPI (MoM) (May),,0.7%,0.4%,0.9%
"Thursday, June 10, 2021",18:00,US,CPI (YoY) (May),,5.0%,4.7%,4.2%
"Thursday, June 10, 2021",18:00,US,Initial Jobless Claims,,376K,370K,405K
"Wednesday, June 16, 2021",23:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, June 17, 2021",18:00,US,Initial Jobless Claims,,412K,359K,375K
"Thursday, June 24, 2021",18:00,US,Initial Jobless Claims,,411K,380K,418K
"Friday, June 25, 2021",18:00,US,Core PCE Price Index (MoM) (May),,0.5%,0.6%,0.7%
"Friday, June 25, 2021",18:00,US,Core PCE Price Index (YoY) (May),,3.4%,3.4%,3.1%
"Thursday, July 1, 2021",18:00,US,Initial Jobless Claims,,364K,390K,415K
"Friday, July 2, 2021",18:00,US,Nonfarm Payrolls (Jun),,850K,700K,583K
"Friday, July 2, 2021",18:00,US,Unemployment Rate (Jun),,5.9%,5.7%,5.8%
"Thursday, July 8, 2021",18:00,US,Initial Jobless Claims,,373K,350K,371K
"Tuesday, July 13, 2021",18:00,US,CPI (MoM) (Jun),,0.9%,0.5%,0.6%
"Tuesday, July 13, 2021",18:00,US,CPI (YoY) (Jun),,5.4%,4.9%,5.0%
"Tuesday, July 13, 2021",18:00,US,Core CPI (MoM) (Jun),,0.9%,0.4%,0.7%
"Thursday, July 15, 2021",18:00,US,Initial Jobless Claims,,360K,360K,386K
"Thursday, July 22, 2021",18:00,US,Initial Jobless Claims,,419K,350K,368K
"Wednesday, July 28, 2021",23:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, July 29, 2021",18:00,US,Initial Jobless Claims,,400K,380K,424K
"Friday, July 30, 2021",18:00,US,Core PCE Price Index (MoM) (Jun),,0.4%,0.6%,0.5%
"Friday, July 30, 2021",18:00,US,Core PCE Price Index (YoY) (Jun),,3.5%,3.7%,3.4%
"Thursday, August 5, 2021",18:00,US,Initial Jobless Claims,,385K,384K,399K
"Friday, August 6, 2021",18:00,US,Nonfarm Payrolls (Jul),,943K,870K,938K
"Friday, August 6, 2021",18:00,US,Unemployment Rate (Jul),,5.4%,5.7%,5.9%
"Wednesday, August 11, 2021",18:00,US,CPI (MoM) (Jul),,0.5%,0.5%,0.9%
"Wednesday, August 11, 2021",18:00,US,Core CPI (MoM) (Jul),,0.3%,0.4%,0.9%
"Wednesday, August 11, 2021",18:00,US,CPI (YoY) (Jul),,5.4%,5.3%,5.4%
"Thursday, August 12, 2021",18:00,US,Initial Jobless Claims,,375K,375K,387K
"Thursday, August 19, 2021",18:00,US,Initial Jobless Claims,,348K,363K,377K
"Thursday, August 26, 2021",18:00,US,Initial Jobless Claims,,353K,350K,349K
"Friday, August 27, 2021",18:00,US,Core PCE Price Index (MoM) (Jul),,0.3%,0.3%,0.5%
"Friday, August 27, 2021",18:00,US,Core PCE Price Index (YoY) (Jul),,3.6%,3.6%,3.6%
"Thursday, September 2, 2021",18:00,US,Initial Jobless Claims,,340K,345K,354K
"Friday, September 3, 2021",18:00,US,Nonfarm Payrolls (Aug),,235K,750K,"1,053K"
"Friday, September 3, 2021",18:00,US,Unemployment Rate (Aug),,5.2%,5.2%,5.4%
"Thursday, September 9, 2021",18:00,US,Initial Jobless Claims,,310K,335K,345K
"Tuesday, September 14, 2021",18:00,US,CPI (MoM) (Aug),,0.3%,0.4%,0.5%
"Tuesday, September 14, 2021",18:00,US,Core CPI (MoM) (Aug),,0.1%,0.3%,0.3%
"Tuesday, September 14, 2021",18:00,US,CPI (YoY) (Aug),,5.3%,5.3%,5.4%
"Thursday, September 16, 2021",18:00,US,Initial Jobless Claims,,332K,330K,312K
"Wednesday, September 22, 2021",23:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, September 23, 2021",18:00,US,Initial Jobless Claims,,351K,320K,335K
"Thursday, September 30, 2021",18:00,US,Initial Jobless Claims,,362K,335K,351K
"Friday, October 1, 2021",18:00,US,Core PCE Price Index (YoY) (Aug),,3.6%,3.6%,3.6%
"Friday, October 1, 2021",18:00,US,Core PCE Price Index (MoM) (Aug),,0.3%,0.2%,0.3%
"Thursday, October 7, 2021",18:00,US,Initial Jobless Claims,,326K,348K,364K
"Friday, October 8, 2021",18:00,US,Nonfarm Payrolls (Sep),,194K,500K,366K
"Friday, October 8, 2021",18:00,US,Unemployment Rate (Sep),,4.8%,5.1%,5.2%
"Wednesday, October 13, 2021",18:00,US,CPI (MoM) (Sep),,0.4%,0.3%,0.3%
"Wednesday, October 13, 2021",18:00,US,CPI (YoY) (Sep),,5.4%,5.3%,5.3%
"Wednesday, October 13, 2021",18:00,US,Core CPI (MoM) (Sep),,0.2%,0.2%,0.1%
"Thursday, October 14, 2021",18:00,US,Initial Jobless Claims,,293K,319K,329K
"Thursday, October 21, 2021",18:00,US,Initial Jobless Claims,,290K,300K,296K
"Thursday, October 28, 2021",18:00,US,Initial Jobless Claims,,281K,290K,291K
"Friday, October 29, 2021",18:00,US,Core PCE Price Index (MoM) (Sep),,0.2%,0.2%,0.3%
"Friday, October 29, 2021",18:00,US,Core PCE Price Index (YoY) (Sep),,3.6%,3.7%,3.6%
"Wednesday, November 3, 2021",23:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, November 4, 2021",18:00,US,Initial Jobless Claims,,269K,275K,283K
"Friday, November 5, 2021",18:00,US,Nonfarm Payrolls (Oct),,531K,450K,312K
"Friday, November 5, 2021",18:00,US,Unemployment Rate (Oct),,4.6%,4.7%,4.8%
"Wednesday, November 10, 2021",19:00,US,CPI (MoM) (Oct),,0.9%,0.6%,0.4%
"Wednesday, November 10, 2021",19:00,US,Core CPI (MoM) (Oct),,0.6%,0.4%,0.2%
"Wednesday, November 10, 2021",19:00,US,CPI (YoY) (Oct),,6.2%,5.8%,5.4%
"Wednesday, November 10, 2021",19:00,US,Initial Jobless Claims,,267K,265K,271K
"Thursday, November 18, 2021",19:00,US,Initial Jobless Claims,,268K,260K,269K
"Wednesday, November 24, 2021",19:00,US,Initial Jobless Claims,,199K,260K,270K
"Wednesday, November 24, 2021",20:30,US,Core PCE Price Index (MoM) (Oct),,0.4%,0.4%,0.2%
"Wednesday, November 24, 2021",20:30,US,Core PCE Price Index (YoY) (Oct),,4.1%,4.1%,3.7%
"Thursday, December 2, 2021",19:00,US,Initial Jobless Claims,,222K,240K,194K
"Friday, December 3, 2021",19:00,US,Nonfarm Payrolls (Nov),,210K,550K,546K
"Friday, December 3, 2021",19:00,US,Unemployment Rate (Nov),,4.2%,4.5%,4.6%
"Thursday, December 9, 2021",19:00,US,Initial Jobless Claims,,184K,215K,227K
"Friday, December 10, 2021",19:00,US,CPI (MoM) (Nov),,0.8%,0.7%,0.9%
"Friday, December 10, 2021",19:00,US,Core CPI (MoM) (Nov),,0.5%,0.5%,0.6%
"Friday, December 10, 2021",19:00,US,CPI (YoY) (Nov),,6.8%,6.8%,6.2%
"Thursday, December 16, 2021",00:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, December 16, 2021",19:00,US,Initial Jobless Claims,,206K,200K,188K
"Thursday, December 23, 2021",19:00,US,Core PCE Price Index (MoM) (Nov),,0.5%,0.4%,0.5%
"Thursday, December 23, 2021",19:00,US,Core PCE Price Index (YoY) (Nov),,4.7%,4.5%,4.2%
"Thursday, December 23, 2021",19:00,US,Initial Jobless Claims,,205K,205K,205K
"Thursday, December 30, 2021",19:00,US,Initial Jobless Claims,,198K,208K,206K
"Thursday, January 6, 2022",19:00,US,Initial Jobless Claims,,207K,197K,200K
"Friday, January 7, 2022",19:00,US,Nonfarm Payrolls (Dec),,199K,400K,249K
"Friday, January 7, 2022",19:00,US,Unemployment Rate (Dec),,3.9%,4.1%,4.2%
"Wednesday, January 12, 2022",19:00,US,CPI (MoM) (Dec),,0.5%,0.4%,0.8%
"Wednesday, January 12, 2022",19:00,US,Core CPI (MoM) (Dec),,0.6%,0.5%,0.5%
"Wednesday, January 12, 2022",19:00,US,CPI (YoY) (Dec),,7.0%,7.0%,6.8%
"Thursday, January 13, 2022",19:00,US,Initial Jobless Claims,,230K,200K,207K
"Thursday, January 20, 2022",19:00,US,Initial Jobless Claims,,286K,220K,231K
"Thursday, January 27, 2022",00:30,US,Fed Interest Rate Decision,,0.25%,0.25%,0.25%
"Thursday, January 27, 2022",19:00,US,Initial Jobless Claims,,260K,260K,290K
"Friday, January 28, 2022",19:00,US,Core PCE Price Index (MoM) (Dec),,0.5%,0.5%,0.5%
"Friday, January 28, 2022",19:00,US,Core PCE Price Index (YoY) (Dec),,4.9%,4.8%,4.7%
"Thursday, February 3, 2022",19:00,US,Initial Jobless Claims,,238K,245K,261K
"Friday, February 4, 2022",19:00,US,Nonfarm Payrolls (Jan),,467K,150K,510K
"Friday, February 4, 2022",19:00,US,Unemployment Rate (Jan),,4.0%,3.9%,3.9%
"Thursday, February 10, 2022",19:00,US,CPI (MoM) (Jan),,0.6%,0.5%,0.6%
"Thursday, February 10, 2022",19:00,US,Core CPI (MoM) (Jan),,0.6%,0.5%,0.6%
"Thursday, February 10, 2022",19:00,US,CPI (YoY) (Jan),,7.5%,7.3%,7.0%
"Thursday, February 10, 2022",19:00,US,Initial Jobless Claims,,223K,230K,239K
"Thursday, February 17, 2022",19:00,US,Initial Jobless Claims,,248K,219K,225K
"Thursday, February 24, 2022",19:00,US,Initial Jobless Claims,,232K,235K,249K
"Friday, February 25, 2022",19:00,US,Core PCE Price Index (MoM) (Jan),,0.5%,0.5%,0.5%
"Friday, February 25, 2022",19:00,US,Core PCE Price Index (YoY) (Jan),,5.2%,5.1%,4.9%
"Thursday, March 3, 2022",19:00,US,Initial Jobless Claims,,215K,226K,233K
"Friday, March 4, 2022",19:00,US,Unemployment Rate (Feb),,3.8%,3.9%,4.0%
"Friday, March 4, 2022",19:00,US,Nonfarm Payrolls (Feb),,678K,400K,481K
"Thursday, March 10, 2022",19:00,US,CPI (MoM) (Feb),,0.8%,0.8%,0.6%
"Thursday, March 10, 2022",19:00,US,Core CPI (MoM) (Feb),,0.5%,0.5%,0.6%
"Thursday, March 10, 2022",19:00,US,CPI (YoY) (Feb),,7.9%,7.9%,7.5%
"Thursday, March 10, 2022",19:00,US,Initial Jobless Claims,,227K,217K,216K
"Wednesday, March 16, 2022",23:30,US,Fed Interest Rate Decision,,0.50%,0.50%,0.25%
"Thursday, March 17, 2022",18:00,US,Initial Jobless Claims,,214K,220K,229K
"Thursday, March 24, 2022",18:00,US,Initial Jobless Claims,,187K,212K,215K
"Thursday, March 31, 2022",18:00,US,Core PCE Price Index (MoM) (Feb),,0.4%,0.4%,0.5%
"Thursday, March 31, 2022",18:00,US,Core PCE Price Index (YoY) (Feb),,5.4%,5.5%,5.2%
"Thursday, March 31, 2022",18:00,US,Initial Jobless Claims,,202K,197K,188K
"Friday, April 1, 2022",18:00,US,Nonfarm Payrolls (Mar),,431K,490K,750K
"Friday, April 1, 2022",18:00,US,Unemployment Rate (Mar),,3.6%,3.7%,3.8%
"Thursday, April 7, 2022",18:00,US,Initial Jobless Claims,,166K,200K,171K
"Tuesday, April 12, 2022",18:00,US,CPI (MoM) (Mar),,1.2%,1.2%,0.8%
"Tuesday, April 12, 2022",18:00,US,CPI (YoY) (Mar),,8.5%,8.4%,7.9%
"Tuesday, April 12, 2022",18:00,US,Core CPI (MoM) (Mar),,0.3%,0.5%,0.5%
"Thursday, April 14, 2022",18:00,US,Initial Jobless Claims,,185K,171K,167K
"Thursday, April 21, 2022",18:00,US,Initial Jobless Claims,,184K,180K,186K
"Thursday, April 28, 2022",18:00,US,Initial Jobless Claims,,180K,180K,185K
"Friday, April 29, 2022",18:00,US,Core PCE Price Index (MoM) (Mar),,0.3%,0.3%,0.3%
"Friday, April 29, 2022",18:00,US,Core PCE Price Index (YoY) (Mar),,5.2%,5.3%,5.3%
"Wednesday, May 4, 2022",23:30,US,Fed Interest Rate Decision,,1.00%,1.00%,0.50%
"Thursday, May 5, 2022",18:00,US,Initial Jobless Claims,,200K,182K,181K
"Friday, May 6, 2022",18:00,US,Nonfarm Payrolls (Apr),,428K,391K,428K
"Friday, May 6, 2022",18:00,US,Unemployment Rate (Apr),,3.6%,3.5%,3.6%
"Wednesday, May 11, 2022",18:00,US,CPI (MoM) (Apr),,0.3%,0.2%,1.2%
"Wednesday, May 11, 2022",18:00,US,Core CPI (MoM) (Apr),,0.6%,0.4%,0.3%
"Wednesday, May 11, 2022",18:00,US,CPI (YoY) (Apr),,8.3%,8.1%,8.5%
"Thursday, May 12, 2022",18:00,US,Initial Jobless Claims,,203K,195K,202K
"Thursday, May 19, 2022",18:00,US,Initial Jobless Claims,,218K,200K,197K
"Thursday, May 26, 2022",18:00,US,Initial Jobless Claims,,210K,215K,218K
"Friday, May 27, 2022",18:00,US,Core PCE Price Index (MoM) (Apr),,0.3%,0.3%,0.3%
"Friday, May 27, 2022",18:00,US,Core PCE Price Index (YoY) (Apr),,4.9%,4.9%,5.2%
"Thursday, June 2, 2022",18:00,US,Initial Jobless Claims,,200K,210K,211K
"Friday, June 3, 2022",18:00,US,Nonfarm Payrolls (May),,390K,325K,436K
"Friday, June 3, 2022",18:00,US,Unemployment Rate (May),,3.6%,3.5%,3.6%
"Thursday, June 9, 2022",18:00,US,Initial Jobless Claims,,229K,210K,202K
"Friday, June 10, 2022",18:00,US,CPI (MoM) (May),,1.0%,0.7%,0.3%
"Friday, June 10, 2022",18:00,US,Core CPI (MoM) (May),,0.6%,0.5%,0.6%
"Friday, June 10, 2022",18:00,US,CPI (YoY) (May),,8.6%,8.3%,8.3%
"Wednesday, June 15, 2022",23:30,US,Fed Interest Rate Decision,,1.75%,1.50%,1.00%
"Thursday, June 16, 2022",18:00,US,Initial Jobless Claims,,229K,215K,232K
"Thursday, June 23, 2022",18:00,US,Initial Jobless Claims,,229K,227K,231K
"Thursday, June 30, 2022",18:00,US,Core PCE Price Index (MoM) (May),,0.3%,0.4%,0.3%
"Thursday, June 30, 2022",18:00,US,Core PCE Price Index (YoY) (May),,4.7%,4.8%,4.9%
"Thursday, June 30, 2022",18:00,US,Initial Jobless Claims,,231K,228K,233K
"Thursday, July 7, 2022",18:00,US,Initial Jobless Claims,,235K,230K,231K
"Friday, July 8, 2022",18:00,US,Nonfarm Payrolls (Jun),,372K,268K,384K
"Friday, July 8, 2022",18:00,US,Unemployment Rate (Jun),,3.6%,3.6%,3.6%
"Wednesday, July 13, 2022",18:00,US,CPI (MoM) (Jun),,1.3%,1.1%,1.0%
"Wednesday, July 13, 2022",18:00,US,Core CPI (MoM) (Jun),,0.7%,0.6%,0.6%
"Wednesday, July 13, 2022",18:00,US,CPI (YoY) (Jun),,9.1%,8.8%,8.6%
"Thursday, July 14, 2022",18:00,US,Initial Jobless Claims,,244K,235K,235K
"Thursday, July 21, 2022",18:00,US,Initial Jobless Claims,,251K,240K,244K
"Wednesday, July 27, 2022",23:30,US,Fed Interest Rate Decision,,2.50%,2.50%,1.75%
"Thursday, July 28, 2022",18:00,US,Initial Jobless Claims,,256K,253K,261K
"Friday, July 29, 2022",18:00,US,Core PCE Price Index (MoM) (Jun),,0.6%,0.5%,0.3%
"Friday, July 29, 2022",18:00,US,Core PCE Price Index (YoY) (Jun),,4.8%,4.7%,4.7%
"Thursday, August 4, 2022",18:00,US,Initial Jobless Claims,,260K,259K,254K
"Friday, August 5, 2022",18:00,US,Nonfarm Payrolls (Jul),,528K,250K,398K
"Friday, August 5, 2022",18:00,US,Unemployment Rate (Jul),,3.5%,3.6%,3.6%
"Wednesday, August 10, 2022",18:00,US,Core CPI (MoM) (Jul),,0.3%,0.5%,0.7%
"Wednesday, August 10, 2022",18:00,US,CPI (YoY) (Jul),,8.5%,8.7%,9.1%
"Wednesday, August 10, 2022",18:00,US,CPI (MoM) (Jul),,0.0%,0.2%,1.3%
"Thursday, August 11, 2022",18:00,US,Initial Jobless Claims,,262K,263K,248K
"Thursday, August 18, 2022",18:00,US,Initial Jobless Claims,,250K,265K,252K
"Thursday, August 25, 2022",18:00,US,Initial Jobless Claims,,243K,253K,245K
"Friday, August 26, 2022",18:00,US,Core PCE Price Index (MoM) (Jul),,0.1%,0.3%,0.6%
"Friday, August 26, 2022",18:00,US,Core PCE Price Index (YoY) (Jul),,4.6%,4.7%,4.8%
"Thursday, September 1, 2022",18:00,US,Initial Jobless Claims,,232K,248K,237K
"Friday, September 2, 2022",18:00,US,Nonfarm Payrolls (Aug),,315K,300K,526K
"Friday, September 2, 2022",18:00,US,Unemployment Rate (Aug),,3.7%,3.5%,3.5%
"Thursday, September 8, 2022",18:00,US,Initial Jobless Claims,,222K,240K,228K
"Tuesday, September 13, 2022",18:00,US,CPI (MoM) (Aug),,0.1%,-0.1%,0.0%
"Tuesday, September 13, 2022",18:00,US,CPI (YoY) (Aug),,8.3%,8.1%,8.5%
"Tuesday, September 13, 2022",18:00,US,Core CPI (MoM) (Aug),,0.6%,0.3%,0.3%
"Thursday, September 15, 2022",18:00,US,Initial Jobless Claims,,213K,226K,218K
"Wednesday, September 21, 2022",23:30,US,Fed Interest Rate Decision,,3.25%,3.25%,2.50%
"Thursday, September 22, 2022",18:00,US,Initial Jobless Claims,,213K,218K,208K
"Thursday, September 29, 2022",18:00,US,Initial Jobless Claims,,193K,215K,209K
"Friday, September 30, 2022",18:00,US,Core PCE Price Index (MoM) (Aug),,0.6%,0.5%,0.1%
"Friday, September 30, 2022",18:00,US,Core PCE Price Index (YoY) (Aug),,4.9%,4.7%,4.7%
"Thursday, October 6, 2022",18:00,US,Initial Jobless Claims,,219K,203K,190K
"Friday, October 7, 2022",18:00,US,Nonfarm Payrolls (Sep),,263K,250K,315K
"Friday, October 7, 2022",18:00,US,Unemployment Rate (Sep),,3.5%,3.7%,3.7%
"Thursday, October 13, 2022",18:00,US,CPI (MoM) (Sep),,0.4%,0.2%,0.2%
